precursor	mirbase_id	chr	strand	start	end	type	intron_exon_pos	orientation_to_host	distance_upstream_exon	exp_mature	host_symbol	host_start	host_end	host_strand	Cerebellum	Heart	Testis	Brain	Kidney
hsa-mir-549a	MI0003679	chr15	-	81134319	81134414	intronic	1	antisense	62364	hsa-miR-549a	KIAA1199	81071712	81243999	+	1.56	0	0.39	1.59	0
hsa-mir-3192	MI0014237	chr20	+	18451259	18451335	intronic	2	sense	1554	hsa-miR-3192-5p	POLR3F	18448033	18465286	+	2	1.43	0.79	1.9	0.18
hsa-mir-6746	MI0022591	chr11	-	61645688	61645750	intronic	5	sense	234	hsa-miR-6746-5p	FADS3	61640998	61659006	-	0	0	0	0.16	0
hsa-mir-6760	MI0022605	chr12	+	111741946	111742013	intronic	9	sense	5553	hsa-miR-6760-5p	CUX2	111471828	111788358	+	0	0	0	0.32	0
hsa-mir-4474	MI0016826	chr9	-	20502263	20502340	intronic	2	sense	118313	none	MLLT3	20344968	20622514	-	0	0	0	0	0
hsa-mir-548aa-1	MI0016689	chr8	+	124360274	124360370	intronic	15	antisense	53	none	ATAD2	124332091	124408705	-	0	0	0	0	0
hsa-mir-1184-2	MI0015971	chrX	-	154612749	154612847	exonic	1	antisense	0	none	F8A1	154686575	154688276	-	0	0	0	0	0
hsa-mir-6891	MI0022738	chr6	-	31323001	31323093	intronic	4	sense	1	none	HLA-B	2615165	2618505	-	0	0	0	0	0
hsa-mir-8057	MI0025893	chr18	-	24171431	24171499	intronic	2	sense	37612	none	KCTD1	24034874	24237365	-	0	0	0	0	0
hsa-mir-548f-3	MI0006376	chr5	-	109849530	109849616	intronic	12	sense	14673	none	TMEM232	109755198	110062450	-	0	0	0	0	0
hsa-mir-7854	MI0025524	chr16	+	81567507	81567571	intronic	1	sense	88361	hsa-miR-7854-3p	CMIP	81478775	81745367	+	0.22	0	0	1.59	0.18
hsa-mir-6748	MI0022593	chr11	+	62557287	62557357	intronic	4	sense	136	hsa-miR-6748-5p	TMEM179B	62554874	62557872	+	0	0	0	0.48	0
hsa-mir-3130-1	MI0014147	chr2	-	207647958	207648032	intronic	7	antisense	8837	hsa-miR-3130-3p	FASTKD2	207630112	207660911	+	0	0.24	0	0	0.18
hsa-mir-383	MI0000791	chr8	-	14710947	14711019	intronic	1	sense	384075	hsa-miR-383-3p	SGCZ	13947373	15095792	-	0.67	0	0.39	0.48	0
hsa-mir-6822	MI0022667	chr3	+	39179697	39179757	intronic	26	sense	496	hsa-miR-6822-5p	TTC21A	39149152	39180394	+	0.22	0	0	0	0
hsa-mir-181b-2	MI0000683	chr9	+	127455989	127456077	intronic	2	antisense	39510	hsa-miR-181b-5p	NR6A1	127284703	127533576	-	14517.6	1109.13	245.53	28943.5	1851.28
hsa-mir-4459	MI0016805	chr5	-	53371348	53371413	intronic	4	sense	37619	none	ARL15	53180614	53606403	-	0	0	0	0	0
hsa-mir-302d	MI0000774	chr4	-	113569160	113569227	intronic	10	antisense	170	hsa-miR-302d-5p	LARP7	113558120	113578748	+	0	0.24	0	0	0
hsa-mir-3116-1	MI0014128	chr1	+	62544458	62544531	intronic	31	sense	27728	hsa-miR-3116	INADL	62208149	62629591	+	0.67	1.19	0	0.16	0.71
hsa-mir-6862-1	MI0022709	chr16	-	28402303	28402372	intronic	10	sense	701	hsa-miR-6862-3p	EIF3C	28699879	28747050	+	0.22	0	0	0.32	0
hsa-mir-6891	MI0022738	chr6	-	31323001	31323093	intronic	4	sense	1	none	HLA-B	2834338	2837677	-	0	0	0	0	0
hsa-mir-3175	MI0014209	chr15	+	93447629	93447705	intronic	2	sense	3100	hsa-miR-3175	CHD2	93443551	93571237	+	0.22	0	0.39	0.32	0
hsa-mir-6801	MI0022646	chr19	+	52725273	52725351	intronic	12	sense	887	hsa-miR-6801-3p	PPP2R1A	52693055	52729678	+	0	0	0	0.48	0
hsa-mir-3605	MI0015995	chr1	-	33797994	33798093	exonic	3	sense	0	hsa-miR-3605-3p	PHC2	33789224	33841194	-	0.45	0.71	0	0.63	0.18
hsa-mir-448	MI0001637	chrX	+	114058017	114058127	intronic	4	sense	92001	hsa-miR-448	HTR2C	113818551	114144624	+	0.22	0	0	2.06	0
hsa-mir-3620	MI0016011	chr1	+	228284964	228285042	intronic	2	sense	1	hsa-miR-3620-5p	ARF1	228270361	228286913	+	0.22	0	0.39	1.43	0
hsa-mir-500a	MI0003184	chrX	+	49773039	49773122	intronic	3	sense	83115	hsa-miR-500a-5p	CLCN5	49687225	49863892	+	9.36	2.62	7.88	2.86	20.17
hsa-mir-4695	MI0017328	chr1	-	19209696	19209769	intronic	6	sense	4	hsa-miR-4695-5p	ALDH4A1	19197924	19229293	-	0	0	0	0.16	0
hsa-mir-28	MI0000086	chr3	+	188406569	188406654	intronic	5	sense	79378	hsa-miR-28-5p	LPP	187871663	188608460	+	251.74	1192.16	450.86	171.81	690.57
hsa-mir-3115	MI0014127	chr1	+	23370798	23370865	intronic	2	sense	13671	hsa-miR-3115	KDM1A	23345941	23410184	+	0.22	1.67	0	1.27	0.54
hsa-mir-4301	MI0015828	chr11	-	113320745	113320810	intronic	1	sense	24988	none	DRD2	113280317	113346001	-	0	0	0	0	0
hsa-mir-1184-1	MI0006277	chrX	-	154115635	154115733	intronic	22	sense	8619	none	F8	154064064	154250998	-	0	0	0	0	0
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	none	RNF5	3460903	3463311	+	0	0	0	0	0
hsa-mir-6820	MI0022665	chr22	+	38363570	38363631	intronic	4	sense	393	hsa-miR-6820-3p	POLR2F	38349674	38365319	+	0.89	0	0	0.48	0.18
hsa-mir-3160-2	MI0014190	chr11	+	46473357	46473437	intronic	11	antisense	41721	none	AMBRA1	46417962	46615619	-	0	0	0	0	0
hsa-mir-7851	MI0025521	chr12	-	42717502	42717661	intronic	2	sense	160	none	ZCRB1	42705888	42719932	-	0	0	0	0	0
hsa-mir-7107	MI0022958	chr12	-	121882076	121882155	intronic	15	sense	98	none	KDM2B	121866900	122018920	-	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	1832076	1852211	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-604	MI0003617	chr10	-	29833933	29834026	intronic	8	sense	5500	none	SVIL	29746277	30024730	-	0	0	0	0	0
hsa-mir-8075	MI0025911	chr13	+	113917234	113917313	intronic	19	sense	2161	none	CUL4A	113863086	113919392	+	0	0	0	0	0
hsa-mir-6849	MI0022695	chr8	-	145625671	145625739	intronic	8	sense	9	hsa-miR-6849-5p	CPSF1	145618446	145634733	-	0	0	0	0.16	0
hsa-mir-23b	MI0000439	chr9	+	97847490	97847586	intronic	14	sense	2489	hsa-miR-23b-3p	C9orf3	97488951	97849500	+	1922.1	6991.91	1113.34	2451.55	2401.38
hsa-mir-7852	MI0025522	chr1	+	108439845	108439926	intronic	1	antisense	67362	none	VAV3	108113782	108507545	-	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	2051221	2071356	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-151a	MI0000809	chr8	-	141742663	141742752	intronic	22	sense	2598	hsa-miR-151a-3p	PTK2	141668481	142011412	-	2445.62	3110.19	1362.42	3610.62	7020.65
hsa-mir-504	MI0003189	chrX	-	137749872	137749954	intronic	5	sense	35192	hsa-miR-504-3p	FGF13	137713734	138287185	-	0	0	0	0.48	0.18
hsa-mir-4722	MI0017357	chr16	-	88782686	88782745	intronic	48	sense	24	none	PIEZO1	88781746	88851372	-	0	0	0	0	0
hsa-mir-6733	MI0022578	chr1	-	43637323	43637383	intronic	2	sense	174	hsa-miR-6733-3p	EBNA1BP2	43629845	43638241	-	0	0.24	0	0	0
hsa-mir-4637	MI0017264	chr5	-	14826038	14826121	intronic	1	sense	45340	none	ANKH	14704909	14871887	-	0	0	0	0	0
hsa-mir-5095	MI0018001	chr1	+	53400602	53400689	intronic	1	sense	7465	none	SCP2	53392901	53517289	+	0	0	0	0	0
hsa-mir-1266	MI0006403	chr15	-	52569314	52569397	intronic	4	sense	1673	hsa-miR-1266-5p	MYO5C	52484515	52587995	-	1.78	0.24	2.36	1.27	0.71
hsa-mir-152	MI0000462	chr17	-	46114527	46114613	intronic	1	sense	420	hsa-miR-152-3p	COPZ2	46103533	46115152	-	147.25	3636.92	815.01	303.81	1799.34
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	none	RNF5	3407182	3409590	+	0	0	0	0	0
hsa-mir-3176	MI0014210	chr16	+	593277	593366	intronic	3	sense	7135	hsa-miR-3176	SOLH	577856	604636	+	3.12	0.71	0	1.11	1.25
hsa-mir-324	MI0000813	chr17	-	7126616	7126698	intronic	11	antisense	60	hsa-miR-324-3p	ACADVL	7120444	7128586	+	49.01	9.99	7.09	46.64	11.78
hsa-mir-6842	MI0022688	chr8	+	27290887	27290951	intronic	11	sense	1009	hsa-miR-6842-5p	PTK2B	27168999	27316908	+	0.67	0	0	0.48	0
hsa-mir-1269b	MI0016888	chr17	-	12820585	12820659	intronic	5	antisense	1257	hsa-miR-1269b	ARHGAP44	12692829	12894960	+	0	0	0	0	23.02
hsa-mir-6845	MI0022691	chr8	-	144919928	144919988	intronic	10	sense	864	none	NRBP2	144915755	144923146	-	0	0	0	0	0
hsa-mir-591	MI0003603	chr7	-	95848974	95849068	intronic	4	sense	15046	none	SLC25A13	95749532	95951459	-	0	0	0	0	0
hsa-mir-431	MI0001721	chr14	+	101347344	101347457	exonic	1	antisense	0	hsa-miR-431-3p	RTL1	101346992	101351184	-	46.11	0	0	35.22	0
hsa-mir-3117	MI0014130	chr1	+	67094123	67094200	intronic	2	sense	2530	hsa-miR-3117-3p	SGIP1	66999825	67210768	+	3.12	2.14	14.19	12.37	0
hsa-mir-598	MI0003610	chr8	-	10892716	10892812	intronic	1	sense	165273	hsa-miR-598-5p	XKR6	10753657	11058875	-	0.45	0	0	0.79	0
hsa-mir-6848	MI0022694	chr8	-	145540909	145540978	exonic	14	sense	0	none	DGAT1	145538247	145550567	-	0	0	0	0	0
hsa-mir-6852	MI0022698	chr9	-	35710673	35710738	exonic	33	sense	0	hsa-miR-6852-5p	TLN1	35697334	35732392	-	0	0	0	0.16	0
hsa-mir-6732	MI0022577	chr1	+	37945831	37945890	intronic	2	sense	4291	none	ZC3H12A	37940119	37949978	+	0	0	0	0	0
hsa-mir-4269	MI0015875	chr2	+	240227157	240227240	intronic	2	antisense	47133	none	HDAC4	239969864	240322643	-	0	0	0	0	0
hsa-mir-6832	MI0022677	chr6	+	31601564	31601635	intronic	17	sense	140	hsa-miR-6832-5p	PRRC2A	2919253	2936356	+	0	0	0	0.16	0
hsa-mir-6809	MI0022654	chr2	-	218765236	218765351	intronic	4	sense	5707	hsa-miR-6809-5p	TNS1	218664512	218808796	-	0.22	0	0	0	0.18
hsa-mir-4524b	MI0019114	chr17	+	67095683	67095797	intronic	22	antisense	1141	none	ABCA6	67074847	67138015	-	0	0	0	0	0
hsa-mir-3618	MI0016008	chr22	+	20073269	20073356	exonic	2	sense	0	none	DGCR8	20067755	20099400	+	0	0	0	0	0
hsa-mir-491	MI0003126	chr9	+	20716104	20716187	intronic	4	sense	695	hsa-miR-491-3p	FOCAD	20658309	20995954	+	0	0.24	0	0.48	0
hsa-mir-6734	MI0022579	chr1	-	43830319	43830386	intronic	4	sense	23	hsa-miR-6734-5p	ELOVL1	43829068	43833745	-	0.22	0.24	0	2.22	0
hsa-mir-5581	MI0019136	chr1	-	37966536	37966595	intronic	5	sense	810	hsa-miR-5581-3p	MEAF6	37955561	37980420	-	0.45	0	0.39	0.16	0
hsa-mir-151b	MI0003772	chr14	-	100575756	100575851	intronic	3	antisense	11761	hsa-miR-151b	EVL	100531751	100610573	+	9.36	13.08	11.43	9.68	5.71
hsa-mir-4670	MI0017301	chr9	-	95290266	95290340	intronic	1	sense	7875	none	ECM2	95255829	95298374	-	0	0	0	0	0
hsa-mir-595	MI0003607	chr7	-	158325410	158325505	intronic	1	sense	54745	none	PTPRN2	157331750	158380482	-	0	0	0	0	0
hsa-mir-4311	MI0015841	chr15	+	66332571	66332670	intronic	5	antisense	54070	none	MEGF11	66187634	66546075	-	0	0	0	0	0
hsa-mir-585	MI0003592	chr5	-	168690605	168690698	intronic	1	sense	36819	hsa-miR-585-3p	SLIT3	168093071	168728133	-	0	0	0	0.16	0.89
hsa-mir-486	MI0002470	chr8	-	41517959	41518026	intronic	41	sense	1293	hsa-miR-486-3p	ANK1	41510744	41754280	-	8.69	93.5	4.34	1.11	2.32
hsa-mir-550b-1	MI0016686	chr7	-	30329410	30329506	intronic	1	antisense	3968	none	ZNRF2	30323923	30407308	+	0	0	0	0	0
hsa-mir-4716	MI0017350	chr15	-	49461267	49461350	intronic	1	antisense	13054	none	GALK2	49447976	49622002	+	0	0	0	0	0
hsa-mir-6743	MI0022588	chr11	+	209336	209406	intronic	2	sense	18	hsa-miR-6743-3p	RIC8A	208530	215110	+	0.22	0	0	0.16	0
hsa-mir-3173	MI0014204	chr14	-	95604256	95604323	intronic	2	sense	2673	hsa-miR-3173-5p	DICER1	95552565	95623759	-	0	0	0	0.63	0
hsa-mir-624	MI0003638	chr14	-	31483852	31483948	intronic	1	sense	11162	none	STRN3	31363005	31495607	-	0	0	0	0	0
hsa-mir-3200	MI0014249	chr22	+	31127544	31127628	intronic	1	sense	36004	hsa-miR-3200-3p	OSBP2	31090793	31303811	+	22.05	2.14	1.58	56.8	1.43
hsa-mir-2277	MI0011284	chr5	-	92956402	92956494	exonic	11	sense	0	hsa-miR-2277-3p	FAM172A	92953431	93447404	-	1.78	0	0	0.16	0
hsa-mir-616	MI0003629	chr12	-	57912946	57913042	intronic	1	sense	1159	hsa-miR-616-3p	DDIT3	57910371	57914300	-	0.67	2.14	0.39	0.95	0.18
hsa-mir-1301	MI0003815	chr2	-	25551509	25551590	intronic	1	sense	13709	none	DNMT3A	25455830	25565459	-	0	0	0	0	0
hsa-mir-4655	MI0017283	chr7	-	1883816	1883889	intronic	18	sense	53947	hsa-miR-4655-5p	MAD1L1	1855428	2272583	-	0	0	0	0.16	0
hsa-mir-4498	MI0016860	chr12	-	120593238	120593303	intronic	29	sense	93	hsa-miR-4498	GCN1L1	120565014	120632513	-	0.22	0	0	0.95	0.36
hsa-mir-4709	MI0017342	chr14	-	74946836	74946907	exonic	5	sense	0	hsa-miR-4709-5p	NPC2	74946643	74960084	-	0	0	0.39	0	0
hsa-mir-4312	MI0015842	chr15	-	69094189	69094264	intronic	1	sense	18773	none	ANP32A	69070875	69113261	-	0	0	0	0	0
hsa-mir-548at	MI0019137	chr17	+	40646791	40646848	intronic	12	sense	300	hsa-miR-548at-5p	ATP6V0A1	40610862	40674597	+	0.22	0.71	0	0	0
hsa-mir-1287	MI0006349	chr10	-	100154975	100155064	exonic	8	sense	0	hsa-miR-1287-3p	PYROXD2	100143322	100174978	-	0	1.9	1.18	0.32	0
hsa-mir-455	MI0003513	chr9	+	116971714	116971809	intronic	10	sense	3138	hsa-miR-455-3p	COL27A1	116918231	117072975	+	60.82	27.84	23.65	4.12	35.88
hsa-mir-660	MI0003684	chrX	+	49777849	49777945	intronic	3	sense	87925	hsa-miR-660-3p	CLCN5	49687225	49863892	+	0.22	0	0.79	0.48	1.61
hsa-mir-4295	MI0015822	chr10	+	114393929	114394013	intronic	5	sense	95840	none	VTI1A	114206756	114578504	+	0	0	0	0	0
hsa-mir-6832	MI0022677	chr6	+	31601564	31601635	intronic	17	sense	140	hsa-miR-6832-5p	PRRC2A	2931334	2948438	+	0	0	0	0.16	0
hsa-mir-3187	MI0014231	chr19	+	813584	813653	exonic	8	antisense	0	hsa-miR-3187-5p	LPPR3	812488	821952	-	0	0.48	0	0	0.18
hsa-mir-6891	MI0022738	chr6	-	31323001	31323093	intronic	4	sense	1	none	HLA-B	31321649	31324989	-	0	0	0	0	0
hsa-mir-6721	MI0022556	chr6	-	32137807	32137893	exonic	6	sense	0	hsa-miR-6721-5p	AGPAT1	3606664	3616569	-	0.45	0	0	1.11	0
hsa-mir-6854	MI0022700	chr9	-	100991431	100991499	intronic	4	sense	4199	none	TBC1D2	100961280	101018003	-	0	0	0	0	0
hsa-mir-4671	MI0017302	chr1	+	234442213	234442285	intronic	3	sense	74726	hsa-miR-4671-5p	SLC35F3	234040679	234460262	+	0.22	0	0	0	0
hsa-mir-873	MI0005564	chr9	-	28888877	28888953	intronic	2	sense	58863	hsa-miR-873-5p	LINGO2	27948084	29212998	-	4.9	0.24	7.09	4.44	0.36
hsa-mir-6816	MI0022661	chr22	-	20102209	20102274	intronic	7	sense	10	hsa-miR-6816-3p	TRMT2A	20099389	20104818	-	0.22	0	0.39	0	0
hsa-mir-449a	MI0001648	chr5	-	54466360	54466450	intronic	2	sense	1966	hsa-miR-449a	CDC20B	54408799	54469005	-	2.23	0.48	324.74	0.32	0
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	hsa-miR-6833-3p	RNF5	3525991	3528397	+	0.22	0	0	0.16	0.18
hsa-mir-6515	MI0022227	chr19	+	13051298	13051354	intronic	5	sense	32	hsa-miR-6515-5p	CALR	13049414	13055304	+	1.56	0.48	1.18	1.59	0.71
hsa-mir-4461	MI0016807	chr5	+	134263729	134263802	intronic	2	sense	17573	hsa-miR-4461	PCBD2	134240810	134298336	+	1.34	26.65	1.97	3.17	6.07
hsa-mir-4279	MI0015887	chr5	-	31936208	31936265	intronic	1	antisense	136377	none	PDZD2	31799031	32111038	+	0	0	0	0	0
hsa-mir-3692	MI0016093	chr6	+	157950164	157950232	intronic	1	sense	146866	hsa-miR-3692-3p	ZDHHC14	157802557	158094977	+	0.67	0	0	0	0.36
hsa-mir-548n	MI0006399	chr7	-	34980372	34980446	intronic	18	sense	931	hsa-miR-548n	DPY19L1	34968493	35077653	-	0	1.9	0.79	0	0.36
hsa-mir-627	MI0003641	chr15	-	42491768	42491864	intronic	2	sense	230	hsa-miR-627-5p	VPS39	42450899	42500502	-	0.45	45.44	8.28	3.97	10.53
hsa-mir-653	MI0003674	chr7	-	93112072	93112167	intronic	3	sense	4076	hsa-miR-653-3p	CALCR	93053799	93204042	-	0	0.48	0.39	0	3.03
hsa-mir-181a-2	MI0000269	chr9	+	127454721	127454830	intronic	2	antisense	40757	hsa-miR-181a-2-3p	NR6A1	127284703	127533576	-	887.76	315.23	30.74	437.86	262.02
hsa-mir-4766	MI0017407	chr22	-	41209887	41209962	intronic	1	sense	5237	none	SLC25A17	41165639	41215392	-	0	0	0	0	0
hsa-mir-922	MI0005714	chr3	-	197401367	197401447	exonic	21	sense	0	none	KIAA0226	197398259	197476568	-	0	0	0	0	0
hsa-mir-186	MI0000483	chr1	-	71533314	71533399	intronic	8	sense	1560	hsa-miR-186-5p	ZRANB2	71528974	71546972	-	567.41	2163.55	577.76	546.53	1058.61
hsa-mir-302a	MI0000738	chr4	-	113569339	113569407	intronic	10	antisense	349	hsa-miR-302a-3p	LARP7	113558120	113578748	+	0	0.95	0	0	0
hsa-mir-708	MI0005543	chr11	-	79113066	79113153	intronic	1	sense	38400	hsa-miR-708-3p	TENM4	78364328	79151695	-	1.78	3.57	9.85	4.44	33.38
hsa-mir-6778	MI0022623	chr17	-	18244128	18244200	intronic	5	sense	6610	none	SHMT1	18231187	18266856	-	0	0	0	0	0
hsa-mir-629	MI0003643	chr15	-	70371711	70371807	intronic	4	sense	15064	hsa-miR-629-3p	TLE3	70340543	70390256	-	0.22	0.95	3.94	0.32	1.78
hsa-mir-107	MI0000114	chr10	-	91352504	91352584	intronic	5	sense	370	hsa-miR-107	PANK1	91339254	91405329	-	73.29	13.32	4.34	17.29	39.27
hsa-mir-2681	MI0012062	chr13	-	102619992	102620096	intronic	1	sense	433725	hsa-miR-2681-5p	FGF14	102373205	103054124	-	3.79	0	0	0.63	0
hsa-mir-5698	MI0019305	chr1	-	154076997	154077068	intronic	12	sense	13133	hsa-miR-5698	NUP210L	153965168	154127592	-	0	0	4.73	0.95	0.18
hsa-mir-4467	MI0016818	chr7	+	102111916	102111978	intronic	11	sense	1587	hsa-miR-4467	LRWD1	102105390	102113612	+	0.22	0.24	0	0	0
hsa-mir-452	MI0001733	chrX	-	151128100	151128184	intronic	6	sense	127	hsa-miR-452-5p	GABRE	151121596	151143151	-	34.08	1677.73	70.94	29.98	300.75
hsa-mir-4646	MI0017273	chr6	-	31668806	31668868	intronic	3	sense	183	hsa-miR-4646-5p	ABHD16A	2948369	2964788	-	0.22	0	0.39	0	0
hsa-mir-6819	MI0022664	chr22	-	36682893	36682953	intronic	34	sense	1345	none	MYH9	36677323	36784063	-	0	0	0	0	0
hsa-mir-766	MI0003836	chrX	-	118780701	118780811	intronic	5	sense	3089	hsa-miR-766-5p	SEPT6	118749688	118827333	-	0.45	0.24	2.76	0.48	0
hsa-mir-935	MI0005757	chr19	+	54485561	54485651	exonic	4	sense	0	hsa-miR-935	CACNG8	54466290	54493469	+	1.56	0.24	0	5.87	0
hsa-mir-30c-1	MI0000736	chr1	+	41222956	41223044	intronic	5	sense	4038	hsa-miR-30c-1-3p	NFYC	41157242	41237275	+	5.12	5.71	3.15	1.75	2.5
hsa-mir-3189	MI0014233	chr19	+	18497372	18497444	intronic	1	sense	96	none	GDF15	18496968	18499986	+	0	0	0	0	0
hsa-mir-4466	MI0016817	chr6	-	157100812	157100865	intronic	1	antisense	207	none	ARID1B	157099064	157531913	+	0	0	0	0	0
hsa-mir-5687	MI0019291	chr5	-	54804678	54804754	intronic	1	sense	25646	none	PPAP2A	54720683	54830873	-	0	0	0	0	0
hsa-mir-5690	MI0019295	chr6	-	35632494	35632566	intronic	2	sense	55539	hsa-miR-5690	FKBP5	35541362	35696360	-	0	0	0	0	0.18
hsa-mir-6513	MI0022225	chr2	-	219144848	219144911	exonic	3	sense	0	hsa-miR-6513-5p	TMBIM1	219138917	219157280	-	1.56	0.24	0.79	1.43	0.36
hsa-mir-6756	MI0022601	chr11	-	119183660	119183722	intronic	5	sense	1477	none	MCAM	119179234	119187840	-	0	0	0	0	0
hsa-mir-548e	MI0006344	chr10	+	112748684	112748771	intronic	1	sense	23865	hsa-miR-548e-5p	SHOC2	112679301	112773425	+	0	0.71	0	0.16	0
hsa-mir-1255b-2	MI0006436	chr1	+	167967898	167967964	intronic	7	sense	5220	none	DCAF6	167905797	168045083	+	0	0	0	0	0
hsa-mir-3158-2	MI0014187	chr10	-	103361174	103361254	intronic	4	antisense	81	hsa-miR-3158-3p	DPCD	103348089	103369410	+	6.01	11.42	13.79	2.54	5.18
hsa-mir-6843	MI0022689	chr8	-	27468118	27468268	intronic	1	sense	3904	hsa-miR-6843-3p	CLU	27454434	27472328	-	1.78	0	0	0.48	0.18
hsa-mir-6854	MI0022700	chr9	-	100991431	100991499	intronic	4	sense	4199	hsa-miR-6854-5p	TBC1D2	100961280	101018003	-	0.22	0	0	0.16	0
hsa-mir-6880	MI0022727	chr12	-	124821727	124821788	intronic	39	sense	2764	none	NCOR2	124808957	125052010	-	0	0	0	0	0
hsa-mir-8089	MI0025925	chr5	-	180470403	180470484	intronic	1	antisense	2971	none	BTNL9	180467225	180488523	+	0	0	0	0	0
hsa-mir-1260a	MI0006394	chr14	+	77732561	77732633	exonic	4	antisense	0	hsa-miR-1260a	NGB	77731834	77737655	-	0.45	0.48	0	5.08	5
hsa-mir-3926-1	MI0016434	chr8	-	12584741	12584813	intronic	10	sense	1597	hsa-miR-3926	LONRF1	12579406	12612992	-	0.22	0.71	0.79	0	1.61
hsa-mir-449b	MI0003673	chr5	-	54466474	54466570	intronic	2	sense	1846	hsa-miR-449b-5p	CDC20B	54408799	54469005	-	0.22	0	1.18	0	0
hsa-mir-1307	MI0006444	chr10	-	105154010	105154158	intronic	1	sense	2008	hsa-miR-1307-5p	USMG5	105148809	105156270	-	77.75	387.08	38.23	202.59	595.61
hsa-mir-4749	MI0017388	chr19	+	50357848	50357908	intronic	2	sense	48	hsa-miR-4749-3p	PTOV1	50354416	50363999	+	0	0	0	0.16	0
hsa-mir-1224	MI0003764	chr3	+	183959193	183959277	intronic	18	sense	1	hsa-miR-1224-5p	VWA5B2	183948317	183960117	+	1004.49	1.43	5.12	276.52	0
hsa-mir-4791	MI0017438	chr3	-	19356340	19356423	intronic	3	antisense	33519	hsa-miR-4791	KCNH8	19190017	19577135	+	0	0.24	1.97	0.16	2.32
hsa-mir-873	MI0005564	chr9	-	28888877	28888953	intronic	2	sense	58863	hsa-miR-873-3p	LINGO2	27948084	29212998	-	10.69	0	0.79	7.77	0.18
hsa-mir-4669	MI0017300	chr9	+	137271257	137271318	intronic	1	sense	52752	hsa-miR-4669	RXRA	137218316	137332431	+	0	0.24	0	0	0
hsa-mir-3198-1	MI0014246	chr22	-	18246946	18247025	intronic	1	sense	10122	none	BID	18216906	18257431	-	0	0	0	0	0
hsa-mir-6752	MI0022597	chr11	+	67257716	67257786	intronic	4	sense	31	none	AIP	67250505	67258579	+	0	0	0	0	0
hsa-mir-3200	MI0014249	chr22	+	31127544	31127628	intronic	1	sense	36004	hsa-miR-3200-5p	OSBP2	31090793	31303811	+	2.67	0.48	1.58	2.86	0.18
hsa-mir-548d-2	MI0003671	chr17	-	65467605	65467701	intronic	1	antisense	93287	none	PITPNC1	65373397	65693379	+	0	0	0	0	0
hsa-mir-6839	MI0022685	chr7	+	64139442	64139554	intronic	2	sense	9886	hsa-miR-6839-5p	ZNF107	64126511	64171401	+	0	0.71	0.39	0.16	1.78
hsa-mir-3941	MI0016598	chr10	+	124176481	124176583	intronic	7	sense	963	none	PLEKHA1	124134094	124191871	+	0	0	0	0	0
hsa-mir-4692	MI0017325	chr11	+	72494575	72494637	intronic	1	antisense	9283	none	STARD10	72465774	72504750	-	0	0	0	0	0
hsa-mir-6779	MI0022624	chr17	+	37071232	37071295	intronic	5	sense	504	hsa-miR-6779-5p	LASP1	37026112	37078023	+	0	0	0	0.16	0
hsa-mir-5047	MI0017932	chr17	-	62497332	62497431	intronic	11	sense	697	none	DDX5	62494374	62502484	-	0	0	0	0	0
hsa-mir-532	MI0003205	chrX	+	49767754	49767844	intronic	3	sense	77830	hsa-miR-532-3p	CLCN5	49687225	49863892	+	152.6	25.93	76.46	90.9	157.43
hsa-mir-6806	MI0022651	chr19	+	58846054	58846117	intronic	1	sense	7574	hsa-miR-6806-3p	ZSCAN22	58838385	58853712	+	5.57	0.24	0.39	1.11	1.43
hsa-mir-626	MI0003640	chr15	+	41983783	41983876	intronic	2	sense	21627	none	MGA	41952610	42062141	+	0	0	0	0	0
hsa-mir-7849	MI0025519	chr4	+	147329735	147329840	intronic	5	antisense	34095	none	SLC10A7	147175137	147443123	-	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	1887242	1907381	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-105-1	MI0000111	chrX	-	151560691	151560771	intronic	1	sense	58847	hsa-miR-105-3p	GABRA3	151335634	151619831	-	0.22	0	0	0	0
hsa-mir-4263	MI0015876	chr2	+	28219234	28219316	intronic	4	sense	8280	none	BRE	28113482	28561767	+	0	0	0	0	0
hsa-mir-218-2	MI0000295	chr5	-	168195151	168195260	intronic	14	sense	4526	hsa-miR-218-5p	SLIT3	168093071	168728133	-	89.78	38.07	15.76	64.25	117.09
hsa-mir-5682	MI0019282	chr3	+	120768487	120768562	intronic	5	sense	4105	hsa-miR-5682	STXBP5L	120627050	121143608	+	9.36	0	0.39	7.77	0.18
